id	nearc2	nearc4	nearc4a	nearc4b	ed76	ed66	age76	daded	nodaded	momed	nomomed	weight	momdad14	sinmom14	step14	reg661	reg662	reg663	reg664	reg665	reg666	reg667	reg668	reg669	south66	work76	work78	lwage76	lwage78	famed	black	smsa76r	smsa78r	reg76r	reg78r	reg80r	smsa66r	wage76	wage78	wage80	noint78	noint80	enroll76	enroll78	enroll80	kww	iq	marsta76	marsta78	marsta80	libcrd14
1122	0	1	1	0	16	14	29	9.94	1	8	0	484311	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.694562	6.676974	9	0	1	1	0	0	0	1	808	913	1115	0	0	0	0	0	40	118	1	1	1	1
1123	0	1	1	0	12	9	24	9	0	8	0	360396	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	8	0	1	NA	0	NA	NA	1	NA	NA	NA	1	1	0	NA	NA	30	106	1	NA	NA	1
1124	0	1	1	0	11	11	27	8	0	12	0	370732	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	6.829794	NA	6	0	1	1	0	0	0	1	925	NA	NA	0	0	0	0	0	31	106	1	1	1	1
1125	0	1	1	0	12	12	33	7	0	10.25	1	358351	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	9	0	1	1	0	0	0	1	NA	NA	NA	0	0	0	0	0	40	110	1	1	1	0
1126	0	1	1	0	9	8	25	9.94	1	10.25	1	360396	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	6.309918	NA	9	0	1	1	0	0	0	1	550	NA	583	0	0	0	0	0	22	NA	4	4	1	1
1127	0	1	1	0	12	10	26	9.94	1	10.25	1	358554	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	5.602119	5.600031	9	0	1	1	0	0	0	1	271	311	449	0	0	0	0	0	20	91	6	6	6	1
1129	1	1	0	1	7	7	32	8	0	11	0	398168	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.725034	6.767993	8	0	1	1	0	0	0	1	833	1000	670	0	0	0	0	0	22	NA	1	1	1	1
1130	1	1	0	1	12	12	30	7	0	12	0	484311	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	7.090077	7.076948	6	0	1	1	0	0	0	1	1200	1362	1500	0	0	0	0	0	29	103	1	1	1	1
1131	1	1	0	1	14	12	33	6	0	8	0	358351	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.364751	6.411318	8	0	1	1	0	0	0	1	581	700	826	0	0	0	0	0	40	114	1	1	1	0
1132	1	1	0	1	17	15	34	12	0	8	0	141996	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.530878	6.497496	5	1	1	1	0	0	0	1	686	763	1000	0	0	0	0	0	41	105	1	1	5	1
1133	1	1	0	1	18	16	32	12	0	8	0	141996	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.907755	7.142999	5	1	1	1	0	0	0	1	1000	1455	1857	0	0	0	0	0	34	84	1	1	1	1
1134	1	1	0	1	13	8	24	9	0	8	0	96681	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.285998	6.442263	8	1	1	1	0	0	0	1	537	722	930	0	0	0	0	0	31	NA	6	6	6	1
1135	1	1	0	1	12	12	28	9.94	1	11	0	99110	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.536692	6.575621	9	1	1	1	0	0	0	1	690	825	935	0	0	1	1	0	32	89	1	1	1	0
1139	1	1	0	1	12	12	28	12	0	16	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.214608	6.188175	2	0	1	1	0	0	0	1	500	560	575	0	0	0	0	0	36	81	6	6	6	1
1140	1	1	0	1	16	9	25	17	0	12	0	348558	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	5.381699	2	0	0	0	0	0	1	1	NA	250	NA	0	0	1	1	0	33	111	6	6	6	1
1141	0	1	0	1	13	13	33	3	0	12	0	358351	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.620073	6.651460	6	0	1	1	0	0	0	1	750	890	990	0	0	0	0	0	36	118	1	1	1	1
1142	0	1	0	1	17	13	29	8	0	16	0	484311	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.816736	6.951980	6	0	1	1	1	1	1	1	913	1202	1466	0	0	1	0	0	38	91	1	1	1	1
1143	0	1	0	1	16	11	27	8	0	16	0	358554	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	NA	6	0	1	1	0	0	0	1	NA	90	385	0	0	1	1	0	47	126	6	6	6	1
1144	0	1	0	1	15	8	24	8	0	16	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.396930	6.516965	6	0	1	1	0	0	0	1	600	778	NA	0	0	0	0	1	19	NA	6	6	6	1
1145	0	1	0	1	16	9	24	12	0	12	0	348558	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6.357842	NA	3	0	1	1	0	0	0	1	577	NA	913	0	0	0	0	0	29	113	6	6	6	1
1146	0	1	0	1	12	11	26	8	0	12	0	358554	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.398595	6.506629	6	0	1	1	0	0	0	1	601	770	831	0	0	0	0	0	38	121	1	1	1	1
1147	0	1	0	1	12	12	31	6	0	12	0	468402	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.357842	6.480311	6	0	1	1	0	0	0	1	577	750	938	0	0	0	0	0	36	102	1	1	1	1
1148	0	1	0	1	12	12	32	9.94	1	6	0	346581	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.517671	6.510517	9	0	1	1	0	0	0	1	677	773	978	0	0	0	0	0	36	104	5	4	4	1
1149	0	1	0	1	11	7	24	9	0	10	0	348558	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	7	0	1	1	0	0	0	1	NA	NA	577	0	0	0	0	0	29	NA	1	1	1	0
1150	0	1	0	1	18	12	27	9	0	10	0	405452	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.159095	6.218080	7	1	1	1	0	0	0	1	473	577	756	0	0	0	1	0	31	106	1	1	4	1
1152	0	1	0	1	14	8	24	8	0	12	0	720791	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5.857933	6.374951	6	0	1	1	0	0	0	1	350	675	921	0	0	1	1	0	39	NA	1	1	1	1
1153	0	1	0	1	15	12	32	9	0	12	0	716702	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.429719	6.611340	6	0	1	1	0	0	0	1	620	855	996	0	0	1	0	0	45	108	1	1	1	1
1154	0	1	0	1	16	9	24	12	0	12	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5.934894	5.543818	3	0	1	1	0	0	0	1	378	294	417	0	0	0	0	0	41	108	6	6	6	0
1155	0	1	0	1	16	10	25	16	0	13	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5.493061	NA	1	0	1	1	0	0	0	1	243	NA	NA	0	0	0	0	0	51	121	6	6	6	1
1156	0	1	0	1	12	10	26	7	0	12	0	358554	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.620073	6.422682	6	0	1	1	0	0	0	1	750	708	1028	0	0	0	0	0	NA	87	4	4	1	0
1158	0	1	0	1	18	15	30	12	0	14	0	468402	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.089045	6.218080	2	0	0	0	0	0	0	1	441	577	NA	0	0	0	0	0	35	107	1	1	1	1
1159	0	1	0	1	14	14	29	12	0	14	0	468402	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.533789	6.573194	2	0	1	1	0	0	0	1	688	823	1031	0	0	0	0	0	43	112	6	6	6	1
1160	0	1	0	1	18	9	25	12	0	14	0	348558	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.216606	6.438099	2	0	0	0	0	0	0	1	501	719	877	0	0	0	0	0	29	116	1	1	1	1
1161	0	1	0	1	12	12	29	12	0	12	0	520447	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5.991465	6.257168	3	0	1	1	0	0	0	1	400	600	NA	0	0	0	0	0	36	115	6	6	6	1
1162	0	1	0	1	12	10	26	12	0	12	0	398393	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.888572	6.843101	3	0	1	1	0	0	0	1	981	1078	1272	0	0	0	0	0	39	107	1	1	1	1
1163	1	1	1	0	14	13	30	12	0	12	0	484311	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	6.475433	NA	3	0	1	1	1	1	1	1	649	NA	1136	0	0	0	0	0	36	117	1	1	1	1
1168	1	1	1	0	12	12	32	9.94	1	10.25	1	358351	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	6.437752	6.181006	9	0	1	1	0	0	0	1	625	556	800	0	0	0	0	0	36	110	1	1	1	1
1169	1	1	1	0	16	13	28	12	0	11	0	99110	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.561031	6.409889	5	1	1	1	0	0	0	0	707	699	801	0	0	1	0	0	35	97	1	1	1	1
1172	1	1	1	0	12	12	29	11	0	12	0	538123	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.949856	6.903398	6	0	1	1	0	0	0	1	1043	1145	1340	0	0	0	0	0	42	96	4	1	1	1
1173	1	1	1	0	12	11	27	8	0	8	0	370732	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.634633	6.576833	8	0	1	1	0	0	0	1	761	826	1006	0	0	0	0	0	45	NA	1	1	1	1
1175	1	1	1	0	14	10	25	15	0	12	0	360396	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	2	0	1	1	0	0	0	1	NA	NA	NA	0	0	0	0	0	34	105	4	4	4	1
1176	1	1	1	0	17	8	24	16	0	12	0	360396	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	NA	5.789827	2	0	1	1	0	0	0	1	63	376	513	0	0	1	0	0	22	NA	6	6	6	1
1177	1	1	1	0	13	9	25	14	0	12	0	360396	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	6.261492	6.404150	2	0	0	1	0	0	0	1	524	695	500	0	0	0	0	0	28	NA	1	4	4	1
1179	1	1	1	0	13	12	27	6	0	6	0	99110	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.354370	6.453283	8	1	1	1	0	0	0	1	575	730	965	0	0	0	0	0	34	91	1	5	1	1
1180	1	1	1	0	14	11	26	9.94	1	6	0	99110	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	6.762730	NA	9	1	1	NA	0	NA	0	1	865	NA	NA	1	0	0	NA	0	31	97	6	NA	6	1
1181	1	1	1	0	12	12	31	11	0	13	0	177397	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NA	NA	6	1	1	1	0	0	0	1	NA	NA	346	0	0	0	0	0	43	91	5	5	5	0
1183	1	1	1	0	12	12	28	12	0	8	0	99110	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.569481	6.570761	5	1	1	1	0	0	0	1	713	821	1063	0	0	0	0	0	38	90	1	1	1	1
1184	1	1	1	0	16	12	27	7	0	8	0	370732	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.511745	6.594830	8	0	1	1	0	0	0	1	673	841	918	0	0	0	0	0	NA	112	1	1	1	1
1185	1	1	1	0	12	9	25	7	0	8	0	360396	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.495266	6.551080	8	0	1	1	0	0	0	1	662	805	935	0	0	0	0	0	27	97	1	1	1	1
1186	1	1	1	0	14	13	29	11	0	8	0	484311	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	6.297109	NA	8	0	1	1	0	0	0	1	543	NA	NA	0	0	0	0	0	45	120	1	1	1	1
1187	1	1	1	0	13	10	25	12	0	12	0	360396	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.263398	6.297990	3	0	1	1	0	0	0	1	525	625	875	0	0	1	1	0	40	109	6	6	6	1
1188	1	1	1	0	12	11	28	9.94	1	8	0	370732	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	6.461468	6.519532	9	0	1	1	0	0	0	1	640	780	492	0	0	0	1	0	36	NA	1	1	1	1
1189	1	1	1	0	12	9	26	9.94	1	8	0	370732	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	5.693732	5.519720	9	0	1	1	0	0	0	1	297	287	500	0	0	0	0	1	26	NA	6	6	6	1
1191	1	1	1	0	8	8	33	9.94	1	10.25	1	141996	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	6.853299	NA	9	1	1	NA	0	NA	NA	1	947	NA	NA	1	1	0	NA	NA	37	NA	5	NA	NA	0
1192	1	1	1	0	12	12	34	8	0	9	0	141996	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.214608	6.480311	8	1	1	1	0	0	0	1	500	750	808	0	0	0	0	0	40	99	1	1	1	1
1202	1	1	1	0	13	9	25	5	0	7	0	96681	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	6.429719	6.305958	8	1	1	1	0	0	0	1	620	630	320	0	0	0	1	1	43	NA	4	4	4	1
1203	1	1	1	0	12	8	25	9.94	1	10	0	96681	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	5.624018	5.512727	9	1	1	1	0	0	0	1	277	285	400	0	0	0	0	1	31	NA	1	5	1	NA
1205	0	1	1	0	10	9	26	5	0	8	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5.480639	5.530119	8	0	0	0	1	1	1	1	240	290	375	0	0	0	0	0	29	99	1	1	1	1
1206	0	1	1	0	10	8	25	5	0	8	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5.480639	5.530119	8	0	0	0	1	1	1	1	240	290	375	0	0	0	0	0	34	NA	6	6	6	1
1207	0	1	1	0	12	12	33	9.94	1	10.25	1	398168	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.135565	6.121730	9	0	1	1	0	0	0	1	462	524	563	0	0	0	0	0	32	85	1	1	1	1
1209	0	1	1	0	12	11	27	9.94	1	11	0	99110	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	6.001415	6.114067	9	1	1	1	0	0	0	1	404	520	537	0	0	0	0	0	32	97	6	6	6	1
1210	0	1	1	0	12	10	25	9.94	1	11	0	96681	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	6.109248	6.767993	9	1	1	1	0	0	0	1	450	1000	1083	0	0	0	0	0	40	95	1	1	1	1
1213	0	1	1	0	12	8	24	3	0	2	0	395512	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5.521461	NA	8	1	1	NA	0	NA	NA	1	250	NA	NA	1	1	0	NA	NA	28	NA	6	NA	NA	1
1215	0	1	1	0	11	8	26	9.94	1	9	0	450502	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.588926	6.476303	9	1	1	1	0	0	0	1	727	747	1000	0	0	0	0	0	23	NA	4	4	4	1
1216	0	1	1	0	12	8	24	9.94	1	9	0	439458	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	6.502790	6.074846	9	1	1	1	0	0	0	1	667	500	838	0	0	0	0	0	30	NA	1	1	1	1
1221	0	1	1	0	13	11	29	10	0	11	0	150105	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	7	1	1	NA	0	NA	NA	1	NA	NA	NA	1	1	0	NA	NA	31	NA	6	NA	NA	1
1224	0	1	1	0	12	11	28	9.94	1	6	0	117131	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6.869014	NA	9	1	1	1	0	0	0	1	962	NA	NA	0	0	0	0	0	31	80	4	1	1	1
1227	0	1	1	0	18	12	29	9.94	1	8	0	118387	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	9	0	1	1	0	0	0	1	NA	NA	NA	0	0	0	0	0	49	112	6	6	1	1
1228	0	1	1	0	14	11	27	9.94	1	8	0	90623	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	6.620073	6.742676	9	0	1	1	0	0	0	1	750	975	930	0	0	0	0	0	44	126	6	6	6	1
1230	0	1	1	0	14	10	25	8	0	8	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6.502790	NA	8	0	1	NA	0	NA	NA	1	667	NA	NA	1	1	0	NA	NA	20	NA	6	NA	NA	1
1231	0	1	1	0	17	16	34	8	0	12	0	358351	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.539586	6.505329	6	0	0	0	0	0	0	1	692	769	1155	0	0	0	0	0	49	109	1	1	1	1
1233	0	1	1	0	12	8	25	6	0	12	0	96681	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.142037	6.131226	6	1	1	1	0	0	0	1	465	529	817	0	0	0	0	0	21	NA	1	1	1	1
1234	0	1	1	0	10	8	24	6	0	8	0	96681	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	8	1	1	NA	0	NA	NA	1	NA	NA	NA	1	1	0	NA	NA	26	NA	6	NA	NA	1
1235	0	1	1	0	12	12	30	9.94	1	10.25	1	150105	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	6.463029	NA	9	1	1	1	0	0	0	1	641	NA	NA	0	0	0	0	0	38	NA	5	5	5	1
1236	0	1	1	0	11	10	29	9.94	1	11	0	150105	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	6.565265	5.962797	9	1	1	1	0	0	0	1	710	447	548	0	0	0	0	0	22	86	1	1	5	1
1237	0	1	1	0	11	8	24	9.94	1	11	0	96681	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	9	1	1	1	0	0	0	1	NA	NA	NA	0	0	0	0	0	33	NA	1	1	1	1
1238	0	1	1	0	13	8	25	9.94	1	10	0	96681	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	6.052089	5.947013	9	1	1	1	0	0	NA	1	425	440	NA	0	1	0	0	NA	22	NA	6	6	NA	1
1243	0	1	1	0	12	11	27	12	0	12	0	370732	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	6.725034	NA	3	0	1	1	0	0	0	1	833	NA	NA	0	0	0	0	0	46	112	1	1	1	1
1244	0	1	1	0	12	10	26	12	0	12	0	370732	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	5.730100	NA	3	0	1	1	0	0	0	1	308	NA	NA	0	0	1	0	0	41	98	1	1	1	1
1245	0	1	1	0	16	14	29	12	0	12	0	484311	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.437752	5.886104	3	0	1	1	0	0	0	1	625	414	622	0	0	0	0	0	48	119	4	4	4	1
1246	0	1	1	0	16	13	32	13	0	16	0	398168	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	7.273786	NA	1	0	1	NA	0	NA	NA	1	1442	NA	NA	1	1	0	NA	NA	26	NA	1	NA	NA	1
1247	0	1	1	0	15	11	26	11	0	12	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	6	0	1	1	0	0	0	1	NA	NA	NA	0	0	0	0	0	43	139	1	1	1	1
1248	0	1	1	0	16	10	25	12	0	12	0	400440	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.511745	6.440877	3	0	1	1	0	0	0	1	673	721	841	0	0	0	0	0	38	102	1	1	1	1
1249	0	1	1	0	13	8	24	12	0	12	0	400440	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	5.942457	3	0	0	1	0	0	0	1	NA	438	540	0	0	0	0	0	32	NA	6	6	1	1
1250	0	1	1	0	17	13	28	14	0	14	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	7.204893	6.440877	1	0	1	1	0	0	0	1	1346	721	1202	0	0	0	0	0	46	NA	1	1	1	1
1251	0	1	1	0	17	12	33	12	0	10	0	398168	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5.991465	NA	5	0	1	1	0	0	0	1	400	NA	400	0	0	0	0	0	41	128	4	4	2	1
1252	0	1	1	0	9	9	34	12	0	10.25	1	358351	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6.249975	NA	5	0	0	NA	0	NA	0	1	518	NA	750	1	0	0	NA	0	38	82	1	NA	1	1
1253	0	1	1	0	14	10	26	16	0	16	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6.122493	NA	1	0	1	1	0	0	0	1	456	NA	1200	0	0	0	0	0	30	NA	1	1	1	1
1255	0	1	1	0	17	16	33	12	0	12	0	398168	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.013715	5.881261	3	0	1	1	1	1	0	1	409	412	430	0	0	0	0	0	42	113	1	1	1	1
1256	0	1	1	0	18	17	34	5	0	9	0	398168	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.326149	6.676974	8	0	1	1	0	0	0	1	559	913	769	0	0	0	0	0	45	105	6	6	6	1
1258	0	1	1	0	12	7	24	10	0	9	0	96681	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5.438079	5.439968	7	1	1	1	0	0	0	1	230	265	NA	0	0	0	0	0	32	NA	1	1	1	1
1260	1	1	1	0	17	11	27	18	0	18	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.933423	6.624123	1	0	1	1	0	0	0	1	1026	866	962	0	0	1	1	1	46	124	6	6	6	1
1261	1	1	1	0	18	17	31	16	0	18	0	484311	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	6.622968	1	0	1	1	0	0	0	1	NA	865	1543	0	0	1	0	0	49	125	6	6	6	1
1262	1	1	1	0	12	11	27	13	0	13	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6.986566	NA	1	0	1	1	0	0	0	1	1082	NA	801	0	0	0	0	0	48	NA	1	1	1	1
1263	1	1	1	0	14	8	24	13	0	13	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	7.091742	6.951980	1	0	1	1	0	0	NA	1	1202	1202	NA	0	1	0	0	NA	39	94	1	4	NA	1
1264	1	1	1	0	17	11	25	9.94	1	12	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5.796058	5.995803	4	0	0	0	0	0	0	1	329	462	587	0	0	0	0	0	40	117	1	1	1	1
1265	1	1	1	0	15	12	27	8	0	12	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	6.288343	6	0	1	1	0	0	NA	1	NA	619	NA	0	1	0	0	NA	39	124	1	1	NA	1
1266	1	1	1	0	18	11	27	14	0	14	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6.175867	NA	1	0	1	1	0	0	0	1	481	NA	NA	0	0	0	0	0	39	116	6	6	6	1
1267	1	1	1	0	18	9	24	14	0	10.25	1	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.511745	6.340283	5	0	1	1	1	1	0	1	673	652	786	0	0	0	0	0	33	NA	6	6	6	NA
1268	1	1	1	0	17	15	31	12	0	12	0	538123	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	7.428333	7.239870	3	0	1	1	0	0	0	0	1683	1603	1603	0	0	0	0	0	41	NA	6	6	6	1
1269	1	1	1	0	16	16	34	12	0	12	0	358351	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	7.156177	7.212038	3	0	1	1	0	0	0	1	1282	1559	1923	0	0	0	0	0	40	112	1	1	1	1
1272	1	1	1	0	12	8	24	12	0	14	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.357842	6.721949	2	0	1	1	0	0	0	1	577	955	667	0	0	0	0	0	23	NA	6	1	1	1
1273	1	1	1	0	18	12	27	9	0	9	0	411924	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.095825	6.036105	7	0	1	1	0	0	0	1	444	481	543	0	0	0	1	1	31	105	6	6	6	1
1275	1	1	1	0	16	11	28	9.94	1	9	0	99110	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	6.175867	NA	9	1	1	NA	0	NA	NA	1	481	NA	NA	1	1	0	NA	NA	34	87	6	NA	NA	1
1276	1	1	1	0	15	11	27	9.94	1	9	0	99110	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	5.787164	9	1	1	1	0	0	NA	1	NA	375	NA	0	1	0	0	NA	30	100	6	6	NA	1
1277	1	1	1	0	12	9	24	16	0	12	0	96681	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.146329	6.440877	2	1	1	1	0	0	NA	1	467	721	NA	0	1	0	0	NA	NA	108	6	6	NA	1
1279	1	1	1	0	6	6	31	3	0	3	0	614067	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.504288	6.504028	8	0	1	1	0	0	0	1	668	768	NA	0	0	0	0	0	40	NA	1	1	2	0
1283	1	1	1	0	15	10	27	12	0	12	0	411924	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5.655992	5.873953	3	0	1	1	0	0	0	1	286	409	693	0	0	0	0	0	36	89	1	1	4	1
1284	1	1	1	0	18	16	33	12	0	12	0	358351	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.357842	6.036105	3	0	1	1	0	0	0	1	577	481	1202	0	0	0	0	0	NA	119	1	1	1	1
1285	1	1	1	0	14	13	29	12	0	12	0	484311	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.580639	6.624123	3	0	1	1	0	0	0	1	721	866	866	0	0	0	0	0	34	97	1	1	1	1
1286	1	1	1	0	12	10	25	6	0	8	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.135565	6.727171	8	0	1	1	0	0	0	1	462	960	1058	0	0	0	0	0	28	89	1	1	1	1
1287	1	1	1	0	15	10	25	12	0	10	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.620073	6.883106	5	0	1	1	0	0	0	1	750	1122	1282	0	0	0	0	0	28	NA	1	1	1	0
1288	1	1	1	0	12	8	24	6	0	12	0	360396	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5.298317	NA	6	0	1	1	0	0	0	1	200	NA	417	0	0	0	0	0	39	131	6	6	6	1
1289	1	1	1	0	15	10	27	5	0	14	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	6.177403	6	0	1	1	0	0	0	1	NA	554	NA	0	0	0	0	0	32	122	1	5	5	1
1290	1	1	1	0	15	9	24	14	0	12	0	96681	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	2	1	1	NA	0	NA	NA	1	NA	NA	NA	1	1	0	NA	NA	34	110	5	NA	NA	1
1293	1	1	1	0	12	11	27	12	0	10	0	370732	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6.476972	6.634462	5	0	1	1	0	0	0	1	650	875	1001	0	0	0	0	0	26	NA	1	1	1	1
1295	1	1	1	0	18	14	28	12	0	11	0	370732	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6.175867	NA	5	0	1	0	0	0	NA	1	481	NA	NA	0	1	0	0	NA	30	NA	6	6	NA	1
1298	1	1	1	0	11	7	24	9	0	10.25	1	360396	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	6.396930	6.662633	9	0	1	1	0	0	0	1	600	900	NA	0	0	0	0	0	38	NA	1	1	1	0
1301	1	1	1	0	11	11	29	9.94	1	10.25	1	177397	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	5.912327	9	1	1	1	0	0	NA	1	NA	425	NA	0	1	0	0	NA	31	81	5	1	NA	1
1302	1	1	1	0	8	8	25	9.94	1	8	0	114259	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	NA	5.851703	9	1	1	1	0	0	NA	1	NA	400	NA	0	1	0	0	NA	32	NA	1	5	NA	1
