cusip	year	pstar	z0	pricef	divf	rnda	adva	fyr	ardsic	exityr	inva	cfa	debta	sales	netcap	earnsh	nyseamex	h0	h1	vala	oneper	sharef
117043	1976	3.18115	40.7165	2.03125	0.05875	0.03642	0.03082	12	16	1991	0.05145	0.23286	0.33997	914.86499	630.83472	2.21	1	39.84019	39.84019	0.48425	-0.1763915	0
117043	1977	3.24033	38.62683	1.79688	0.05625	0.03581	0.03143	12	16	1991	0.08174	0.20641	0.29237	1000.4439	695.46802	1.87	1	34.97024	34.97024	0.41008	-0.18183159	0
117043	1978	3.31691	36.90244	1.57813	0.08437	0.03635	0.03129	12	16	1991	0.10279	0.21139	0.37162	1126.4329	789.20679	2.3	1	30.62348	30.62348	0.31985	-0.0412616	0
117043	1979	3.23268	33.15282	1.67188	0.09687	0.03805	0.02539	12	16	1991	0.07829	0.19192	0.35094	1257.3328	910.75806	2.39	1	25.91606	25.91606	0.29515	0.033951608	0
117043	1980	3.06902	28.78017	1.9375	0.10938	0.0374	0.02463	12	16	1991	0.069	0.14202	0.30452	1199.709	868.18701	1.01	1	21.26068	21.26068	0.36089	0.046051617	0
117043	1981	3.06365	26.06762	2.32813	0.1125	0.0342	0.02583	12	16	1991	0.06837	0.17698	0.42218	1085.198	746.08789	3.01	1	17.92791	17.92791	0.50693	0.16055162	0
117043	1982	4.56037	36.0866	3.125	0.125	0.04113	0.03849	12	16	1991	0.05918	0.17081	0.25374	1068.2429	673.52759	13.68	1	19.94339	19.94339	0.43142	1.04112	92984
117043	1983	4.80756	33.87766	7.21875	0.13125	0.03816	0.04223	12	16	1991	0.07055	0.29214	0.23139	1216.2478	683.96533	2.94	1	16.79115	16.79115	0.882	0.02734	83568
117043	1984	5.62486	35.1284	8.46875	0.175	0.05089	0.04397	12	16	1991	0.1147	0.35219	0.1925	1468.0779	738.77515	4.42	1	15.04621	15.04621	0.98277	0.13848	85732
117043	1985	7.25493	39.86129	10.90625	0.25	0.04825	0.05345	12	16	1991	0.1224	0.35432	0.1663	1538.5378	762.67651	4.68	1	14.24249	14.24249	1.20206	0.38602	84060
117043	1986	8.88255	41.5114	16.9375	0.28	0.02692	0.02468	12	16	1991	0.11604	0.18751	0.57276	1717.3599	1712.6148	2.63	1	12.41634	12.41634	0.87557	-0.20793	88532
117043	1987	9.29128	35.13788	14.75	0.3	0.03742	0.04169	12	16	1991	0.08179	0.34391	0.345	3086.3999	1640.8301	1.9	1	9.06488	9.06488	0.80169	0.03125	89182
117043	1988	10.00251	28.91585	16.875	0.4	0.03858	0.03939	12	16	1991	0.1055	0.31059	0.30463	3282	1855.8403	2.2	1	6.25974	6.25974	0.79072	-0.25285	86960
117043	1989	11.2959	22.20765	14.125	0.44	0.04103	0.04441	12	16	1991	0.07443	0.18983	0.34967	2826.0999	1715.7839	-0.81	1	3.92211	3.92211	0.7241	-0.41651	87958
117043	1990	12.49111	12.49111	9	0.44	0.03672	0.04221	12	16	1991	0.05805	0.19873	0.22951	2477.5999	1565.9609	0.8	1	1.74518	1.74518	0.50732	0.3879	88271
117043	1991	13.875	0	13.875	0.44	0.03494	0.04193	12	16	1991	0.0543	0.14428	0.2631	2088.2998	1502.6782	-0.27	1	0	0	0.81768	.	88556
117421	1972	3.39573	49.05533	4.08333	0.02667	0.03039	0	12	13	1991	0.03315	0.26001	0.03848	61.70499	63.0172	2.46	1	52.25176	52.25176	1.14837	-0.31527	17722.5
117421	1973	3.2231	42.80291	3.06667	0.05333	0.02503	0	12	13	1991	0.06869	0.26572	0.14257	74.271	78.43475	3.53	1	44.97321	44.97321	0.69292	-0.63516	17722.5
117421	1974	3.36492	41.39879	1.21667	0.05333	0.02061	0	12	13	1991	0.11773	0.18103	0.28219	91.93199	102.15497	3.06	1	41.04197	41.04197	0.21108	0.07788	17722.5
117421	1975	3.71062	42.29061	1.43333	0.05333	0.01922	0	12	13	1991	0.05605	0.12468	0.26428	74.963	109.62056	1.67	1	38.79783	38.79783	0.22182	1.36661	16965
117421	1976	4.50559	48.717	3.7	0.10333	0.0178	0	12	13	1991	0.06666	0.19493	0.14395	97.008	124.02438	3.83	1	39.84019	39.84019	0.50611	-0.21719	16965
117421	1977	4.55078	45.71967	3.04167	0.16667	0.01912	0	12	13	1991	0.05289	0.17081	0.1242	100.573	129.85226	2.76	1	34.97024	34.97024	0.39985	0.17261	17070
117421	1978	4.61974	43.09577	3.83333	0.2	0.01955	0	12	13	1991	0.03854	0.22387	0.04705	124.85999	135.55896	4.26	1	30.62348	30.62348	0.48423	0.84472	17124
117421	1979	4.44638	38.34612	7.95833	0.30833	0.02009	0	12	13	1991	0.10098	0.24287	0.13787	165.03299	169.88652	3.03	1	25.91606	25.91606	0.77617	0.15404	16569
117421	1980	4.17809	32.98294	10.54167	0.33333	0.0196	0	12	13	1991	0.1423	0.18075	0.18784	188.786	210.41402	3.17	1	21.26068	21.26068	0.84152	-0.06193	16797
117421	1981	4.08427	29.50886	11.54167	0.36667	0.01714	0	12	13	1991	0.07455	0.19908	0.15981	199.131	230.36534	3.33	1	17.92791	17.92791	0.84561	0.23533	16878
117421	1982	5.63064	39.4379	16.75	0.4	0.02126	0	12	13	1991	0.11854	0.21332	0.41346	193.89999	211.54831	1.91	1	19.94339	19.94339	1.35205	0.46598	17076
117421	1983	5.73847	36.45351	27.875	0.42	0.02341	0	12	13	1991	0.07863	0.28624	0.19482	245.41499	225.97026	2.77	1	16.79115	16.79115	2.27544	0.07635	18446
117421	1984	6.43982	37.11044	34.5	0.47	0.02428	0	12	13	1991	0.11995	0.37089	0.15774	322.59497	247.26526	2.2	1	15.04621	15.04621	2.59854	-0.13552	18624
117421	1985	7.98503	41.31175	34	0.51	0.02046	0	12	13	1991	0.21338	0.27171	0.15418	242.90199	242.56184	0.95	1	14.24249	14.24249	2.62119	-0.29505	18700
117421	1986	9.46028	42.33436	26.75	0.55	0.0197	0	12	13	1991	0.12852	0.22347	0.13284	241.42799	269.55298	1.2	1	12.41634	12.41634	1.86727	-0.16391	18816
117421	1987	9.64794	35.42284	24.5	0.59	0.02387	0	12	13	1991	0.06981	0.26901	0.12159	307.5708	273.55493	1.38	1	9.06488	9.06488	1.68546	-0.02496	18819
117421	1988	10.17686	28.83828	26.5	0.63	0.02218	0	12	13	1991	0.092	0.27069	0.13057	345.83789	293.11353	1.79	1	6.25974	6.25974	1.59815	-0.29621	17677
117421	1989	11.26484	21.9098	20.875	0.67	0.02392	0	12	13	1991	0.07828	0.24801	0.10005	317.82788	256.61719	1.1	1	3.92211	3.92211	1.3336	-0.38477	16394
117421	1990	12.18571	12.18571	14	0.71	0.02409	0	12	13	1991	0.07927	0.20193	0.11131	297.38989	275.75342	1.09	1	1.74518	1.74518	0.81648	-0.12959	16082
117421	1991	13.375	0	13.375	0.59	0.03145	0	12	13	1991	0.08245	0.19814	0.17578	267.4729	242.46744	-2.74	1	0	0	0.88645	.	16070
118169	1972	11.39787	76.06912	7.43802	0	0	0	12	13	1979	0.10035	0.0987	0.41269	51.54599	35.56389	0.58	0	52.25176	19.27009	0.32443	-0.64901	1551.22
118169	1973	11.98496	68.55597	2.78926	0.12397	0	0	12	13	1979	0.10383	0.03978	0.4438	76.61299	48.77138	-0.14	0	44.97321	15.43437	0.08871	0.05392	1551.22
118169	1974	13.38482	63.37509	3.29545	0.04132	0.00714	0	12	13	1979	0.0151	0.08171	0.4209	93.01399	49.00461	1.22	0	41.04197	12.23446	0.1043	1.22662	1551
118169	1975	14.80872	56.63641	7.95455	0.36364	0.00593	0	12	13	1979	0.05931	0.21898	0.23627	111.66599	51.89938	2.77	0	38.79783	9.35894	0.23772	0.10593	1551
118169	1976	16.96559	49.58198	9.31818	0.54545	0.00631	0	12	13	1979	0.05836	0.11328	0.26772	107.76399	60.5752	2.07	0	39.84019	6.81123	0.23859	0.09874	1551
118169	1977	17.92075	35.47975	10.79545	0.54545	0.00668	0	12	13	1979	0.1403	0.08125	0.3285	124.77199	69.12425	1.28	0	34.97024	3.99898	0.24223	0.15984	1551
118169	1978	19.28964	19.28964	13.75	0.40909	0.00601	0	12	13	1979	0.10065	0.04191	0.36839	120.644	74.6554	-0.49	0	30.62348	1.71083	0.28566	0.40288	1551
118169	1979	22.25	0	22.25	0.3	0.00695	0	12	13	1979	0.13298	0.14643	0.28879	161.95699	83.86691	2.32	0	25.91606	0	0.42952	.	1619
118374	1975	2.85368	14.22125	1.875	0.02	0	0	12	11	1980	0.15174	0.14453	0.70694	10.649	9.01548	0.33	1	38.79783	12.22435	0.17927	-0.46487	862
118374	1976	3.43346	13.67968	1.125	0	0	0	12	11	1980	0.18706	0.06988	0.5729	12.338	11.5205	-0.01	1	39.84019	9.74697	0.08418	0.11944	862
118374	1977	3.66928	11.00785	1.375	0.02	0	0	12	11	1980	0.18732	0.00436	0.56986	13.398	12.8391	-0.61	1	34.97024	6.53759	0.09232	2.13527	862
118374	1978	3.99245	7.9849	4.875	0	0	0	12	11	1980	0.10561	0.01031	0.57865	13.562	12.90592	-1.28	1	30.62348	3.82654	0.32183	-0.36392	852
118374	1979	4.53931	4.53931	3.625	0	0	0	12	11	1980	0.13411	0.06436	0.51605	13.522	13.92188	-0.27	1	25.91606	1.68905	0.24085	0.42695	925
118374	1980	5.375	0	6.125	0	0	0	12	11	1980	0.37155	0.03259	0.56854	16.69299	19.11719	-0.61	1	21.26068	0	0.32071	.	1001
119529	1967	7.99023	76.21354	14.25	0.45	0	0	11	21	1980	0.05916	0.3106	0.27603	49.5	18.59311	4.8	1	63.76924	39.11837	1.79341	0.07938	2340
119529	1968	8.10958	72.94839	16.6875	0.5125	0	0	11	21	1980	0.08327	0.2291	0.37664	43.39999	25.21988	2.3	1	59.25822	35.01684	1.54833	-0.0063	2340
119529	1969	7.62946	63.71997	18.125	0.525	0	0	11	21	1980	0.07013	0.24116	0.27936	47.79999	28.51688	2.44	1	49.72082	28.84731	1.48728	-0.24994	2340
119529	1970	8.82885	69.52877	15	0.55	0	0	11	21	1980	0.06304	0.23967	0.21552	58.46899	30.91763	2.9	1	53.51015	28.5258	1.13722	0.04869	2344
119529	1971	9.72449	71.35276	16.875	0.575	0.01563	0	11	21	1980	0.05664	0.25698	0.16217	58.75099	31.99057	2.85	1	54.7737	26.336	1.23962	-0.21771	2350
119529	1972	10.11022	67.96157	13.9375	0.6	0.01677	0	11	21	1980	0.0407	0.18303	0.11518	54.452	32.79802	1.89	1	52.25176	22.54561	0.99948	-0.32648	2352
119529	1973	10.11982	60.77966	9.875	0.6	0.01328	0	11	21	1980	0.04229	0.18532	0.25914	61.71899	37.6423	2.36	1	44.97321	18.45071	0.61807	-0.3164	2356
119529	1974	10.59581	55.87458	7.0625	0.6	0.00932	0	11	21	1980	0.06723	0.07268	0.1673	73.81999	48.2641	1.04	1	41.04197	15.10993	0.34475	0.33958	2356
119529	1975	11.50942	51.76097	10.125	0.6	0.01021	0	11	21	1980	0.03253	0.19743	0.21012	82.599	48.99417	3.56	1	38.79783	12.22435	0.46994	0.14734	2274
119529	1976	13.09311	48.34362	12.375	0.65	0	0	11	21	1980	0.05103	0.18326	0.18753	84.93799	55.8324	3.82	1	39.84019	9.74697	0.50269	0.23106	2268
119529	1977	13.36243	37.90265	16.125	0.75	0	0	11	21	1980	0.06855	0.26794	0.16418	98.26799	61.20041	6.34	1	34.97024	6.53759	0.6002	-0.32957	2278
119529	1978	13.7286	26.70871	11.375	0.85	0	0	11	21	1980	0.05158	0.17168	0.12256	96.22099	66.14693	4.43	1	30.62348	3.82654	0.39827	0.33483	2316
119529	1979	14.75805	14.75805	16.875	0.875	0	0	11	21	1980	0.03892	0.12304	0.22608	104.769	80.94	4.06	1	25.91606	1.68905	0.48828	-0.12545	2342
119529	1980	16.5	0	16.5	0.975	0	0	11	21	1980	0.07826	0.14122	0.22678	121.06099	88.57133	2.9	1	21.26068	0	0.39997	.	2147
120085	1972	2.03147	14.14604	7.75	0	0.00538	0.00875	9	15	1981	0.13535	0.27602	0.44127	42.34799	16.35043	1.01	1	52.25176	25.78533	0.1896	-0.41317	400
120085	1973	1.94077	12.54119	4.875	0.2	0.00868	0.00667	9	15	1981	0.06745	0.23487	0.72449	51.23399	24.29897	1.16	1	44.97321	21.42973	0.08025	-0.41448	400
120085	1974	1.90065	11.61085	3	0.24	0.00372	0.00707	9	15	1981	0.08696	0.21068	0.63223	62.13399	27.99071	1.23	1	41.04197	18.00392	0.04287	0.27026	400
120085	1975	1.83569	11.01411	4	0.32	0	0.00672	9	15	1981	0.09133	0.11545	0.54631	55.52199	30.35172	0.65	1	38.79783	15.09144	0.05272	-0.24747	400
120085	1976	2.23854	11.19269	3.375	0	0	0	9	15	1981	0.03715	0.13333	0.44219	62.46599	33.29449	0.71	1	39.84019	12.80162	0.04055	-0.01363	400
120085	1977	2.39391	9.57564	3.6875	0	0	0	9	15	1981	0.0315	0.15248	0.51181	72.129	34.63979	1.03	1	34.97024	9.27744	0.04258	0.16908	400
120085	1978	2.59568	7.78704	4.875	0	0	0	9	15	1981	0.03465	0.12145	0.57363	80.536	37.71928	0.87	1	30.62348	6.2345	0.0517	-0.27619	400
120085	1979	2.87782	5.75564	4.125	0	0	0	9	15	1981	0.02215	0.12102	0.62941	95.448	39.49889	0.93	1	25.91606	3.72234	0.04177	-0.15548	400
120085	1980	3.32164	3.32164	4.125	0	0	0	9	15	1981	0.05633	0.16591	0.69877	61.58299	26.66562	-2.3	1	21.26068	1.66082	0.06188	-0.19475	400
120085	1981	4	0	4	0	0	0	9	15	1981	0.03528	0.0991	0	31.12299	14.96429	-0.61	1	17.92791	0	0.10692	.	400
120547	1969	9.67413	116.78156	12.16667	0.66667	0.01787	0	7	13	1987	0.15132	0.30446	0.00028	70.5	39.74298	2.15	1	49.72082	43.87528	1.2279	-0.25747	4011
120547	1970	11.39224	135.53957	9.66667	0.66667	0.01216	0	7	13	1987	0.17828	0.18975	0.24112	75.81999	51.26897	1.68	1	53.51015	46.3194	0.75627	0.81067	4011
120547	1971	12.86478	149.84545	18.75	0.66667	0.00876	0	7	13	1987	0.07265	0.1956	0.20901	85.95699	58.18616	2.01	1	54.7737	46.32353	1.29251	-0.25206	4011
120547	1972	13.5955	152.88708	14.75	0.69333	0.0174	0	7	13	1987	0.06099	0.22761	0.18722	103.08499	57.47014	2.31	1	52.25176	43.21444	1.02944	-0.20613	4011
120547	1973	12.72875	135.17649	12.16667	0.9	0.01474	0	7	13	1987	0.09888	0.2365	0.13031	123.133	67.85764	2.91	1	44.97321	37.15829	0.71916	-0.40986	4011
120547	1974	12.80386	130.0827	7.25	0.9	0.01982	0	7	13	1987	0.17882	0.12712	0.17631	91.42599	59.98883	0.1	1	41.04197	33.4219	0.48475	0.00015	4011
120547	1975	13.67105	131.26747	7.5	0.72	0.02539	0	7	13	1987	0.04492	0.17771	0.15486	96.52499	59.86185	1.61	1	38.79783	30.87084	0.50779	0.2748	4053
120547	1976	16.04432	146.04145	10	0.72	0.01928	0	7	13	1987	0.05059	0.21834	0.11668	105.30499	66.91443	2.54	1	39.84019	30.37912	0.60615	0.20701	4056
120547	1977	16.33729	136.43754	12.75	0.62	0.02336	0	7	13	1987	0.05151	0.23436	0.05429	112.56599	69.65712	1.99	1	34.97024	25.9176	0.74497	-0.10009	4070
120547	1978	16.34761	127.32832	11.875	1.1	0.01904	0	7	13	1987	0.155	0.17884	0.27504	128.89499	91.28429	2.01	1	30.62348	21.88647	0.53271	0.11906	4095
120547	1979	15.99225	114.78024	14.375	1.16	0.01675	0	7	13	1987	0.08396	0.14676	0.23308	168.22899	113.88258	2.05	1	25.91606	17.99767	0.51904	-0.41838	4112
120547	1980	15.72453	101.35352	9	0.9	0.01716	0	7	13	1987	0.05927	0.05713	0.33427	153.56099	107.60028	0.06	1	21.26068	14.31726	0.33566	0.08184	4013
120547	1981	16.57671	92.78657	11.125	0.6	0.01391	0	7	13	1987	0.06793	0.15031	0.37195	171.73199	105.80878	1.93	1	17.92791	11.55906	0.38777	-0.37228	3688
120547	1982	22.65221	108.0635	7.75	0.65	0.01028	0	7	13	1987	0.04767	0.09373	0.3713	151.42999	91.6893	0.95	1	19.94339	10.97896	0.29617	1.20875	3504
120547	1983	24.89499	96.00003	19.125	0.6	0.01383	0	7	13	1987	0.08223	0.07847	0.20113	155.94398	112.09344	0.89	1	16.79115	8.25142	0.58692	-0.28783	3440
120547	1984	29.25949	85.807	15.125	0.75	0.01666	0	7	13	1987	0.06004	0.16637	0.38839	192.91299	107.71402	2.25	1	15.04621	6.05664	0.48416	0.10992	3448
120547	1985	35.29348	69.88459	18.625	0.8	0.02018	0	7	13	1987	0.04808	0.17832	0.35769	208.43999	99.46577	0.28	1	14.24249	3.94455	0.64564	0.13958	3448
120547	1986	40.22042	40.22042	23.375	0.8	0.01923	0	7	13	1987	0.09088	0.22138	0.19986	216.336	99.60872	2.58	1	12.41634	1.78282	0.80937	0.04929	3449
120547	1987	44.23	0	26.625	0.89	0.01833	0	7	13	1987	0.25032	0.18874	0.63048	265.06494	142.60689	2.42	1	9.06488	0	0.64991	.	3481
120655	1968	11.39778	132.69794	52.12552	0	0	0	12	25	1980	0.17735	0.24056	0.18582	243.241	142.18835	0.53	1	59.25822	35.01684	2.14566	-0.28997	5852.9415
120655	1969	11.12123	118.17803	41.62542	0	0.07124	0	12	25	1980	0.25198	0.29284	0.14674	254.65999	178.26529	0.6	1	49.72082	28.84731	1.388	-0.3699	5944.2739
120655	1970	13.80963	132.96084	30.0003	0	0.05121	0	12	25	1980	0.20759	0.19789	0.27593	231.797	214.81683	0.39	1	53.51015	28.5258	0.83871	-0.24504	6005.6066
120655	1971	16.25355	140.39327	25.12525	0	0.05153	0.01334	12	25	1980	0.0978	0.18676	0.26502	224.66899	211.52678	0.09	1	54.7737	26.336	0.7301	0.04633	6146.6052
120655	1972	17.8652	137.06334	28.87529	0.075	0.02564	0.01207	12	25	1980	0.09233	0.21516	0.28392	251.96399	222.93997	0.56	1	52.25176	22.54561	0.79611	-0.77888	6146.6052
120655	1973	18.35192	124.61931	6.75	0.375	0.02361	0.01568	12	25	1980	0.13435	0.15792	0.20443	290.62378	266.1731	0.82	1	44.97321	18.45071	0.14511	-0.52361	5722
120655	1974	19.83306	117.06528	3.25	0.4	0.03293	0.01274	12	25	1980	0.09703	0.13374	0.34847	314.01685	271.96631	0.74	1	41.04197	15.10993	0.06745	0.20784	5644
120655	1975	22.47275	111.16794	4.25	0.2	0.01862	0.01015	12	25	1980	0.05121	0.04104	0.32207	289.05786	241.63116	-2.94	1	38.79783	12.22435	0.09927	0.83623	5644
120655	1976	27.02526	106.69312	8.75	0	0.01383	0.00702	12	25	1980	0.0515	0.12649	0.23407	316.42798	260.21167	1.18	1	39.84019	9.74697	0.18979	0.16071	5644
120655	1977	29.05106	85.61479	11.25	0	0.0189	0.00982	12	25	1980	0.08148	0.13509	0.28432	341.21191	253.94704	1.64	1	34.97024	6.53759	0.25003	0.17907	5644
120655	1978	31.13546	61.55238	14.5	0.5	0.02164	0.0096	12	25	1980	0.08303	0.18783	0.25945	383.15186	275.40381	2.96	1	30.62348	3.82654	0.29821	0.75301	5664
120655	1979	34.58324	34.58324	28.875	0.84	0.02111	0.01518	12	25	1980	0.1132	0.20159	0.25	426.18481	306.67822	3.65	1	25.91606	1.68905	0.53734	0.19769	5707
120655	1980	39.75	0	39.75	1.2	0.0229	0.01102	12	25	1980	0.1025	0.20295	0.20591	467.55884	358.62891	4.23	1	21.26068	0	0.64929	.	5858
120849	1972	15.89185	63.56739	4.75	0	0	0	2	8	1976	0.01119	0.01248	0.79463	20.63399	24.12422	0.22	0	52.25176	9.67658	0.19788	-0.26893	1005
120849	1973	17.47019	52.41058	3.875	0	0	0	2	8	1976	0.03102	0.05894	0.72831	24.32999	24.78783	1.34	0	44.97321	6.6164	0.13725	-0.2611	878
120849	1974	19.55194	39.10389	3.25	0	0	0	2	8	1976	0.08117	0.16666	0.63006	28.27199	18.29485	1.21	0	41.04197	3.99178	0.15597	0.4589	878
120849	1975	22.43087	22.43087	5.375	0	0	0	2	8	1976	0.09115	0.15909	0.48494	28.489	20.72369	1.59	0	38.79783	1.78377	0.22772	0.16982	878
120849	1976	25.1	0	7	0.05	0	0	2	8	1976	0.1161	0.142	0.31228	30.09499	25.94301	1.74	0	39.84019	0	0.24365	.	903
121362	1972	0.19671	1.37697	8.125	0	0	0.00141	3	4	1979	0.19374	0.23696	0.29903	24.439	15.61876	1.17	0	52.25176	19.27009	1.38271	-0.58639	2658
121362	1973	0.20809	1.24852	3.75	0	0	0.0005	3	4	1979	0.20007	0.12929	0.27856	25.98801	19.96309	0.65	0	44.97321	15.43437	0.4993	-0.76507	2658
121362	1974	0.2332	1.16599	1	0	0	0.00029	3	4	1979	0.01042	-0.04783	0.26975	18.60201	17.37474	0	0	41.04197	12.23446	0.15298	1.53612	2658
121362	1975	0.26409	1.05635	2.875	0	0	6.00E-05	3	4	1979	0.03768	-0.02544	0.31565	19.489	17.4113	0	0	38.79783	9.35894	0.4389	-0.4765	2658
121362	1976	0.3132	0.9396	1.6875	0	0	0.00017	3	4	1979	0.00712	-0.03358	0.25208	16.76401	17.42273	0	0	39.84019	6.81123	0.25744	-0.29784	2658
121362	1977	0.34067	0.68134	1.3125	0	0	6.00E-05	3	4	1979	0.00295	0.00999	0.20317	17.964	16.60881	0	0	34.97024	3.99898	0.21005	-0.28413	2658
121362	1978	0.37424	0.37424	1.0625	0	0	7.00E-05	12	4	1979	0.00345	-0.03441	0.28954	12.774	15.37437	0	0	30.62348	1.71083	0.18369	-0.64777	2658
121362	1979	0.4375	0	0.4375	0	0	7.00E-05	12	4	1979	0.0023	-0.04781	0.00893	16.215	15.24763	0	0	25.91606	0	0.07627	.	2658
121691	1963	19.69896	300.68031	18.625	0.6	0	0	9	4	1986	0.08963	0.21716	0.31633	1084.8999	577.96045	3.28	1	84.52438	74.37609	0.77064	0.32613	23914
121691	1964	20.91607	308.21312	26.375	0.7	0	0.01299	9	4	1986	0.10682	0.24877	0.29821	1206.3999	615.96216	4.15	1	82.47729	71.76571	1.03717	0.36308	24222
121691	1965	21.15597	299.35142	38.625	0.85	0	0	9	4	1986	0.13088	0.27217	0.43795	1313.2998	647.16284	2.76	1	76.91865	66.32669	1.46249	-0.26005	24504
121691	1966	22.18473	304.46406	30.625	1.05	0	0	9	4	1986	0.20809	0.24844	0.42525	1371.5999	762.66821	3.06	1	74.67365	63.5969	0.99761	0.23809	24844
121691	1967	20.36972	262.37792	40.875	1.2	0	0	9	4	1986	0.10568	0.2014	0.40105	1364.5999	819.45435	2.3	1	63.76924	54.52533	1.2559	0.0638	25178
121691	1968	20.4537	253.65593	47.375	1.25	0	0.01363	9	4	1986	0.1143	0.25386	0.37248	1619.2998	953.62866	3.1	1	59.25822	50.20591	1.25747	-0.32623	25312
121691	1969	18.5085	217.57687	34.5	1.4	0	0.01733	9	4	1986	0.12874	0.2438	0.37715	1764.6748	1038.5293	3.01	1	49.72082	42.11876	0.84582	0.05229	25461
121691	1970	21.62938	251.32026	40.125	1.4	0.00676	0.01473	9	4	1986	0.12261	0.21511	0.39539	1821.5388	1154.4597	2.73	1	53.51015	44.18983	0.90878	-0.07552	26147
121691	1971	24.25563	276.40961	39.75	1.4	0.00603	0.01404	9	4	1986	0.08576	0.15302	0.37086	1727.0449	1211.2459	1.52	1	54.7737	43.86387	0.85887	-0.22556	26171
121691	1972	25.52567	281.03949	32.5	1.4	0.00468	0.01169	9	4	1986	0.08943	0.15355	0.35123	1816.1189	1282.7385	1.86	1	52.25176	40.61538	0.66802	-0.13419	26366
121691	1973	24.2598	250.34293	30	1.4	0.0036	0.01441	9	4	1986	0.07236	0.19295	0.36108	2099.8008	1387.6616	3.05	1	44.97321	34.85904	0.57585	-0.44571	26636
121691	1974	24.66331	241.28691	17.375	1.5	0.00395	0.0145	9	4	1986	0.09393	0.20007	0.32356	2329.9709	1517.1196	3.65	1	41.04197	31.16771	0.30505	0.28448	26636
121691	1975	26.45188	242.97331	24	1.3	0.00331	0.0137	9	4	1986	0.0691	0.12362	0.31407	1958.0911	1509.8535	1.43	1	38.79783	28.53559	0.44174	0.03589	27790
121691	1976	31.10725	267.5009	26.625	1.25	0.00301	0.01266	9	4	1986	0.09622	0.18513	0.2589	2284.6255	1659.3538	3.75	1	39.84019	27.66722	0.4459	-0.15995	27790
121691	1977	31.57287	249.30237	23.375	1.4	0.00274	0.01324	9	4	1986	0.11279	0.15093	0.26234	2388.1775	1826.7927	3.18	1	34.97024	23.32402	0.36271	-0.20933	28346
121691	1978	32.37073	231.82218	19.5	1.4	0.00257	0.01395	9	4	1986	0.11119	0.1393	0.2578	2421.2288	1942.2705	2.5	1	30.62348	19.39565	0.28115	-0.2038	28004
121691	1979	32.81493	208.89273	16.75	1.4	0.00254	0.01259	9	4	1986	0.10495	0.13763	0.22756	2676.3135	2165.0574	2.73	1	25.91606	15.70998	0.21643	0.06637	27975
121691	1980	33.20594	183.86823	19.75	1.4	0.00248	0.01142	9	4	1986	0.08869	0.12229	0.24864	2900.648	2420.9939	2.9	1	21.26068	12.26564	0.2291	0.08227	28083
121691	1981	35.23555	165.41468	24.25	1.49	0.00567	0.01074	9	4	1986	0.08393	0.11631	0.21233	3262.8848	2591.3731	4.1	1	17.92791	9.63014	0.26633	-0.15939	28460
121691	1982	47.08907	180.96877	23	1.52	0.00743	0.00883	9	4	1986	0.08452	0.08145	0.18353	2876.2046	2624.3225	1.85	1	19.94339	8.55844	0.24938	0.52888	28454
121691	1983	51.95005	151.89743	39	1.52	0.00773	0	9	4	1986	0.05212	0.10111	0.20741	2990.3616	2821.5425	3.1	1	16.79115	5.97282	0.39498	-0.41735	28576
121691	1984	60.92742	120.4375	24.875	1.61	0.00846	0	9	4	1986	0.07568	0.07563	0.19028	3168.7598	2836.4058	2.18	1	15.04621	3.80772	0.25343	-0.00497	28898
121691	1985	71.0006	71.0006	27	1.64	0.01123	0	9	4	1986	0.06777	0.05754	0.1957	2802.1326	2510.3804	0.44	1	14.24249	1.75592	0.30838	0.16297	28672
121691	1986	79.23	0	34.125	1.64	0.01279	0	9	4	1986	0.07781	0.10691	0.21988	2778.1311	2275.4797	2.01	1	12.41634	0	0.41195	.	27469
122205	1963	3.02448	51.65456	1.63889	0.06667	0	0	12	25	1987	0.06594	0.17144	0.24968	39.29999	18.19856	1.01	1	84.52438	76.65036	0.96126	0.00347	10674
122205	1964	3.25175	53.33973	1.73611	0.06667	0	0	12	25	1987	0.07592	0.20246	0.24174	44.59999	19.75717	1.4	1	82.47729	74.1601	0.93795	1.71617	10674
122205	1965	3.34208	52.14761	5.11111	0.06667	0	0	12	25	1987	0.1174	0.32117	0.29154	58.5	23.85033	2.87	1	76.91865	68.69615	2.36844	0.27597	11052
122205	1966	3.57727	53.39943	7.13889	0.08889	0	0	12	25	1987	0.15354	0.36923	0.27131	76.7	33.86734	2.4	1	74.67365	66.07011	2.32965	-0.0813	11052
122205	1967	3.32175	46.18958	7.16667	0.11111	0	0	12	25	1987	0.14062	0.28345	0.18685	74.79999	36.26732	1.77	1	63.76924	56.62295	2.21152	-0.08911	11191.5
122205	1968	3.39101	44.89918	7.16667	0.13333	0	0	12	25	1987	0.11343	0.22959	0.13604	75.59999	44.07881	1.61	1	59.25822	52.2671	1.99154	-0.42241	12249
122205	1969	3.11375	38.7006	4.5	0.15556	0	0	12	25	1987	0.12856	0.20401	0.32535	86.95	52.14847	1.6	1	49.72082	43.87528	1.09582	-0.18186	12699
122205	1970	3.72983	44.91874	4.05556	0.15556	0	0	12	25	1987	0.1046	0.14543	0.26416	90.31898	61.54117	1.28	1	53.51015	46.3194	0.83686	0.30648	12699
