year	emp	wage	cap	indoutpt	n	w	k	ys	id
1978	1.973	24.8392	.3605	112.8	.6795552	3.212423	-1.020263	4.725616	47
1979	1.794	24.45	.3397	108.9	.5844478	3.19663	-1.079692	4.69043	47
1980	1.553	22.2279	.3148	100	.4401885	3.101348	-1.155818	4.60517	47
1981	1.225	22.2387	.2575	89.2	.2029409	3.101834	-1.356736	4.490881	47
1982	1.077	23.0421	.2311	90.5	.0741794	3.137323	-1.464905	4.50535	47
1976	1.647	25.6132	.3739	126.7636	.4989554	3.243108	-.9837669	4.842324	48
1977	2.337	23.1621	.5212	128.3653	.848868	3.142517	-.6516215	4.85488	48
1978	2.393	23.7969	.5606	124.4507	.8725477	3.169555	-.5787477	4.82391	48
1979	2.354	27.4152	.5667	125.2176	.8561161	3.311098	-.5679253	4.830053	48
1980	2.287	22.8845	.6181	100	.8272409	3.13046	-.481105	4.60517	48
1981	2.045	26.3207	.5239	97.4305	.7153978	3.270356	-.6464545	4.579139	48
1982	1.932	27.6618	.4369	96.6797	.6585557	3.320052	-.828051	4.571404	48
1976	3.758	27.2662	1.0149	117.6	1.323887	3.305648	.0147901	4.767289	49
1977	3.692	24.3014	.9505	115.875	1.306168	3.190534	-.0507671	4.752512	49
1978	3.721	22.9648	.9071	113.525	1.313992	3.133963	-.0975026	4.732023	49
1979	3.699	22.3913	.9706	109.875	1.308062	3.108672	-.0298408	4.699343	49
1980	3.447	22.2398	.8806	102.225	1.237504	3.101883	-.1271518	4.627176	49
1981	2.836	20.6869	.7765	91.9	1.042395	3.029501	-.2529587	4.520701	49
1982	2.613	21.7929	.6508	90.175	.9604989	3.081584	-.4295529	4.501752	49
1976	72.862	25.4009	26.8554	106.1747	4.288567	3.234785	3.290467	4.665086	50
1977	73.291	22.7905	25.6365	108.9675	4.294438	3.126344	3.244017	4.69105	50
1978	70.773	22.2787	26.1747	107.8624	4.259478	3.103631	3.264793	4.680856	50
1979	72.542	22.9295	25.7472	104.5668	4.284166	3.132424	3.248326	4.649826	50
1980	64.803	24.6947	22.4363	100	4.171352	3.206589	3.11068	4.60517	50
1981	48.312	24.7632	18.0145	92.743	3.87768	3.209359	2.891177	4.529832	50
1982	40.609	24.7381	15.8349	90.0386	3.70399	3.208344	2.762216	4.500238	50
1976	.767	23.3293	.2506	125.8064	-.2652684	3.14971	-1.383897	4.834744	51
1977	.756	22.0299	.2244	127.9649	-.2797139	3.092401	-1.494325	4.851756	51
1978	.725	21.6993	.2088	125.4294	-.3215836	3.07728	-1.566378	4.831743	51
1979	.67	23.4722	.1865	125.0259	-.4004775	3.155817	-1.679324	4.828521	51
1980	.645	22.8039	.1684	106.3044	-.438505	3.126932	-1.781413	4.666306	51
1981	.56	25.1938	.1384	98.0729	-.5798185	3.226598	-1.977607	4.585711	51
1982	.552	27.7289	.131	96.8674	-.5942073	3.322475	-2.032558	4.573343	51
1976	14.179	28.0287	2.8489	116.4	2.651762	3.333229	1.046933	4.757032	52
1977	14.224	24.2376	2.6787	115.7	2.654931	3.187905	.9853316	4.751	52
1978	13.965	22.3226	2.5451	112.8	2.636554	3.1056	.9341699	4.725616	52
1979	13.615	22.279	2.5402	108.9	2.611172	3.103645	.9322428	4.69043	52
1980	12.329	21.6679	2.2657	100	2.511954	3.075832	.8178838	4.60517	52
1981	10.505	22.2034	2.4591	89.2	2.351851	3.100245	.8997954	4.490881	52
1982	10.973	21.6407	2.6401	90.5	2.395438	3.074576	.9708168	4.50535	52
1977	6.878	26.0232	1.0358	116.225	1.928328	3.258988	.0351741	4.755528	53
1978	6.947	22.3729	1.0567	114.975	1.93831	3.10785	.0551508	4.744715	53
1979	6.895	22.1866	1.0333	111.825	1.930797	3.099488	.0327576	4.716935	53
1980	6.586	21.4468	1.0466	106.675	1.884946	3.065575	.0455468	4.669787	53
1981	5.619	21.756	.9246	97.3	1.726154	3.07989	-.0783941	4.577799	53
1982	4.685	23.0119	.8291	89.525	1.544366	3.136011	-.1874145	4.494518	53
1983	4.492	25.4869	.7839	89.6	1.502298	3.238165	-.2434738	4.495355	53
1977	3.802	23.7966	.5419	127.164	1.335527	3.169543	-.6126738	4.845478	54
1978	4.109	22.6649	.5817	127.3866	1.41318	3.120817	-.5418004	4.847227	54
1979	4.211	23.049	.6307	124.6424	1.4377	3.137622	-.460925	4.825449	54
1980	4.156	24.87	.6429	118.9132	1.424553	3.213662	-.4417661	4.778394	54
1981	3.759	22.7146	.5881	99.3576	1.324153	3.123008	-.5308583	4.598725	54
1982	3.053	26.2784	.4877	97.2428	1.116125	3.268747	-.7180548	4.577211	54
1983	2.636	27.3659	.4186	97.1944	.9692626	3.309298	-.8708395	4.576713	54
1976	5.482	35.8289	.1852	116.4	1.70147	3.578755	-1.686319	4.757032	55
1977	6.528	33.7451	.2395	115.7	1.876101	3.518835	-1.429202	4.751	55
1978	6.901	32.7853	.3247	112.8	1.931666	3.48998	-1.124854	4.725616	55
1979	7.208	32.3281	.3661	108.9	1.975192	3.475937	-1.004849	4.69043	55
1980	6.501	35.4856	.3876	100	1.871956	3.569127	-.9477814	4.60517	55
1981	5.8	35.0923	.4399	89.2	1.757858	3.557982	-.8212078	4.490881	55
1982	5.656	37.2375	.5037	90.5	1.732717	3.617316	-.6857744	4.50535	55
1976	2.906	22.0219	.5882	126.7636	1.066778	3.092037	-.5306883	4.842324	56
1977	3.028	20.558	.5841	128.3653	1.107902	3.02325	-.5376831	4.85488	56
1978	2.985	20.2542	.5886	124.4507	1.0936	3.008362	-.5300085	4.82391	56
1979	2.877	22.7008	.5663	125.2176	1.056748	3.1224	-.5686314	4.830053	56
1980	2.612	20.4948	.4948	100	.9601162	3.020171	-.7036017	4.60517	56
1981	2.14	25.0394	.3884	97.4305	.7608059	3.220451	-.9457196	4.579139	56
1982	1.56	25.9973	.3334	96.6797	.4446858	3.257993	-1.098412	4.571404	56
1977	2.048	14.6551	.1412	117.9279	.7168638	2.684788	-1.957578	4.770073	57
1978	2.158	14.5408	.1384	120.2607	.7691818	2.676959	-1.977607	4.789662	57
1979	2.011	14.4554	.1432	118.9515	.6986321	2.671068	-1.943513	4.778716	57
1980	1.877	14.2665	.1195	113.406	.6296747	2.657914	-2.124439	4.730974	57
1981	.978	14.2563	.0882	98.1655	-.0222456	2.657199	-2.428148	4.586655	57
1982	.837	15.424	.068	92.3142	-.1779312	2.735925	-2.688247	4.525198	57
1983	.82	16.1724	.0589	92.1207	-.198451	2.783306	-2.831914	4.523099	57
1976	20.84	29.9837	6.9188	116.4	3.036874	3.400654	1.934242	4.757032	58
1977	22.705	26.0771	7.9399	115.7	3.122585	3.261058	2.071901	4.751	58
1978	23.845	25.5265	8.6398	112.8	3.171575	3.239717	2.156379	4.725616	58
1979	23.073	24.4342	8.2436	108.9	3.138663	3.195984	2.109437	4.69043	58
1980	20.52	23.9278	8.6848	100	3.0214	3.175041	2.161574	4.60517	58
1981	16.499	25.0674	8.0988	89.2	2.8033	3.221568	2.091716	4.490881	58
1982	13.949	25.5398	4.693	90.5	2.635408	3.240238	1.546072	4.50535	58
1977	9.849	18.2812	1.3387	117.9279	2.28737	2.905873	.291699	4.770073	59
1978	9.598	17.1099	1.1058	120.2607	2.261555	2.839657	.1005691	4.789662	59
1979	8.943	16.3748	1.0513	118.9515	2.190871	2.795743	.0500275	4.778716	59
1980	7.554	16.273	.8963	113.406	2.022077	2.789507	-.1094801	4.730974	59
1981	5.834	17.3946	.6688	98.1655	1.763703	2.85616	-.4022702	4.586655	59
1982	4.743	19.5092	.5321	92.3142	1.55667	2.970886	-.6309238	4.525198	59
1983	3.982	20.3419	.4639	92.1207	1.381784	3.012683	-.7680863	4.523099	59
1976	3.11	25.5206	.7636	103.7669	1.134623	3.239486	-.2697112	4.642147	60
1977	1.147	24.5873	.3923	106.9042	.1371498	3.20223	-.9357284	4.671933	60
1978	.758	23.163	.1804	109.4623	-.2770719	3.142556	-1.712579	4.69558	60
1979	.769	21.9189	.1691	111.9345	-.2626643	3.087349	-1.777265	4.717914	60
1980	.731	20.4489	.1463	100	-.3133418	3.017929	-1.922096	4.60517	60
1981	.998	21.5611	.1721	93.1862	-.002002	3.070891	-1.75968	4.5346	60
1982	.886	21.1023	.1314	90.8164	-.1210384	3.049382	-2.029509	4.50884	60
1977	2.479	21.6332	.4948	104.5512	.9078553	3.074229	-.7036017	4.649677	61
1978	2.503	21.3619	.4307	107.5437	.91749	3.061609	-.8423434	4.677897	61
1979	2.586	21.6716	.4391	110.0804	.9501123	3.076003	-.8230281	4.701211	61
1980	2.612	22.2521	.4633	108.9509	.9601162	3.102436	-.7693805	4.690897	61
1981	2.231	22.269	.4478	98.2966	.8024499	3.103195	-.8034086	4.587989	61
1982	1.827	24.0683	.3849	92.5937	.6026753	3.180896	-.9547717	4.528221	61
1983	1.71	22.8082	.3386	91.5326	.5364934	3.12712	-1.082936	4.516695	61
1977	2.763	16.0079	.1493	117.9279	1.016317	2.773082	-1.901798	4.770073	62
1978	2.69	15.7933	.1414	120.2607	.9895412	2.759586	-1.956163	4.789662	62
1979	2.651	15.7482	.1373	118.9515	.974937	2.756726	-1.985587	4.778716	62
1980	2.532	15.6637	.1278	113.406	.9290096	2.751346	-2.057289	4.730974	62
1981	2.248	16.4161	.1088	98.1655	.8100409	2.798263	-2.218244	4.586655	62
1982	1.761	17.6932	.0942	92.3142	.5658818	2.87318	-2.362335	4.525198	62
1983	1.85	18.9452	.1433	92.1207	.6151857	2.94155	-1.942815	4.523099	62
1976	.812	39.1043	.5883	110.1	-.208255	3.666233	-.5305183	4.701389	63
1977	.829	34.5228	.5443	109.2	-.1875351	3.54162	-.6082547	4.693181	63
1978	.861	33.4965	.5474	111.9	-.1496608	3.511441	-.6025755	4.717606	63
1979	.857	32.6866	.5671	111	-.1543174	3.486965	-.5672196	4.70953	63
1980	.867	30.7385	.531	100	-.1427163	3.425516	-.6329932	4.60517	63
1981	.842	31.9259	.4441	89	-.1719753	3.463418	-.8117055	4.488636	63
1982	.818	33.8231	.4011	90.9	-.2008929	3.521144	-.9135445	4.50976	63
1976	9.074	33.7068	1.8112	110.1	2.205413	3.517699	.5939896	4.701389	64
1977	9.562	29.4653	1.8613	109.2	2.257797	3.383213	.6212752	4.693181	64
1978	9.488	29.7516	1.9375	111.9	2.250028	3.392883	.6613985	4.717606	64
1979	9.59	27.6723	1.8433	111	2.260721	3.320432	.6115574	4.70953	64
1980	9.38	25.7975	1.7134	100	2.23858	3.250278	.5384797	4.60517	64
1981	8.358	27.2806	1.4133	89	2.123219	3.306176	.3459274	4.488636	64
1982	7.036	27.9863	1.2695	90.9	1.95104	3.331715	.2386231	4.50976	64
1976	25.106	29.9933	7.0049	110.1	3.223107	3.400974	1.94661	4.701389	65
1977	24.019	31.1199	6.98	109.2	3.178845	3.437847	1.943049	4.693181	65
1978	24.081	30.734	6.4631	111.9	3.181423	3.42537	1.866109	4.717606	65
1979	23.688	26.9734	6.0223	111	3.164968	3.294851	1.795469	4.70953	65
1980	21.739	26.2379	5.7822	100	3.079108	3.267205	1.754784	4.60517	65
1981	18.585	28.4281	6.3329	89	2.922355	3.347378	1.845758	4.488636	65
1982	19.566	26.8003	6.237	90.9	2.973793	3.288413	1.830499	4.50976	65
1977	8.5	32.8913	5.291	109.875	2.140066	3.493208	1.666007	4.699343	66
1978	8.5	30.0208	5.4821	109.875	2.140066	3.401891	1.701488	4.699343	66
1979	8.3	30.3238	5.7722	111.675	2.116256	3.411933	1.753053	4.715593	66
1980	8.3	28.0602	5.8627	108.25	2.116256	3.334352	1.76861	4.684443	66
1981	7.7	28.3453	5.578	97.25	2.04122	3.344461	1.71883	4.577285	66
1982	7	35.3102	5.2566	89.475	1.94591	3.564172	1.659484	4.493959	66
1983	6.9	30.0644	5.1088	91.65	1.931521	3.403342	1.630965	4.517977	66
1976	11.658	16.9153	.6378	117.0448	2.455993	2.828218	-.4497305	4.762557	67
1977	12.271	18.3649	.6458	120.5774	2.507239	2.910441	-.4372654	4.792292	67
1978	12.251	18.6629	.7181	119.3105	2.505608	2.926538	-.3311464	4.781729	67
1979	11.82	20.3227	.7518	117.8746	2.469793	3.011739	-.2852849	4.769621	67
1980	10.886	20.3881	.6783	100	2.387478	3.014951	-.3881656	4.60517	67
1981	9.6	20.4621	.5948	92.6621	2.261763	3.018574	-.5195301	4.52896	67
1982	9.766	20.2388	.557	91.2704	2.278907	3.007601	-.5851901	4.513826	67
1976	3.74	36.4379	4.1327	110.1	1.319086	3.595609	1.418931	4.701389	68
1977	3.778	33.8451	4.3587	109.2	1.329195	3.521794	1.472174	4.693181	68
1978	3.811	34.3114	4.4966	111.9	1.337892	3.535478	1.503322	4.717606	68
1979	4.44	30.3201	5.9594	111	1.490654	3.411811	1.78497	4.70953	68
1980	6.308	27.171	5.1319	100	1.841819	3.30215	1.635476	4.60517	68
1981	5.861	28.2645	4.7757	89	1.76832	3.341607	1.563541	4.488636	68
1982	5.429	27.9047	4.068	90.9	1.691755	3.328795	1.403151	4.50976	68
1977	1.272	31.0518	.373	109.875	.2405904	3.435657	-.9861768	4.699343	69
1978	1.292	31.0015	.3952	109.875	.2561915	3.434036	-.9283633	4.699343	69
1979	1.386	30.1143	.4178	111.675	.3264219	3.405	-.8727524	4.715593	69
1980	1.46	27.9505	.5053	108.25	.3784365	3.330435	-.682603	4.684443	69
1981	1.351	26.4982	.482	97.25	.300845	3.277077	-.7298112	4.577285	69
1982	1.365	28.1121	.4646	89.475	.3111544	3.3362	-.7665784	4.493959	69
1983	1.463	27.9712	.4394	91.65	.3804892	3.331175	-.8223451	4.517977	69
1977	2.649	23.6454	.3074	104.5512	.9741822	3.163169	-1.179605	4.649677	70
1978	2.505	22.2871	.3022	107.5437	.9182888	3.104008	-1.196666	4.677897	70
1979	2.403	22.3043	.3024	110.0804	.876718	3.104779	-1.196005	4.701211	70
1980	2.247	21.9789	.2857	108.9509	.809596	3.090083	-1.252813	4.690897	70
1981	1.853	20.3448	.3301	98.2966	.616806	3.012825	-1.10836	4.587989	70
1982	1.322	23.1259	.2424	92.5937	.2791457	3.140953	-1.417166	4.528221	70
1983	.816	25.159	.148	91.5326	-.2033409	3.225216	-1.910543	4.516695	70
1976	1.6	27.6175	.3272	102.5303	.4700036	3.31845	-1.117184	4.630158	71
1977	1.429	23.0534	.3244	106.1199	.3569749	3.137813	-1.125778	4.66457	71
1978	1.605	23.2288	.433	108.8228	.4731238	3.145393	-.8370175	4.689721	71
1979	1.798	23.9066	.4627	111.3165	.5866749	3.174155	-.7706764	4.712378	71
1980	1.586	22.5639	.2929	102.9836	.4612151	3.116351	-1.227924	4.63457	71
1981	1.011	23.9378	.2295	94.8896	.01094	3.175459	-1.471852	4.552714	71
1982	.913	23.9336	.2184	91.4088	-.0910194	3.175283	-1.521427	4.515342	71
1976	13.353	30.6087	2.3559	103.7669	2.591741	3.421284	.8569229	4.642147	72
1977	12.255	29.0961	2.1592	106.9042	2.505934	3.370604	.7697378	4.671933	72
1978	11.963	29.8629	2.0213	109.4623	2.481819	3.396617	.7037409	4.69558	72
1979	11.776	32.9372	1.9421	111.9345	2.466063	3.494603	.6637699	4.717914	72
1980	11.318	32.1349	1.9499	100	2.426394	3.469943	.6677781	4.60517	72
1981	8.781	34.7039	1.728	93.1862	2.17259	3.546852	.5469647	4.5346	72
1982	7.619	33.9987	1.904	90.8164	2.030645	3.526322	.643957	4.50884	72
1977	1.341	35.6866	.4501	104.5512	.2934156	3.574775	-.7982855	4.649677	73
1978	1.385	32.4538	.4686	107.5437	.3257001	3.479818	-.7580057	4.677897	73
1979	1.401	30.5586	.4679	110.0804	.3371863	3.419646	-.7595007	4.701211	73
1980	1.401	33.2424	.4313	108.9509	.3371863	3.503826	-.8409513	4.690897	73
1981	1.34	33.0928	.4491	98.2966	.2926696	3.499316	-.8005098	4.587989	73
1982	1.232	34.5388	.2139	92.5937	.2086389	3.542083	-1.542247	4.528221	73
1983	.665	34.942	.1647	91.5326	-.4079682	3.553689	-1.80363	4.516695	73
1977	3.238	22.4104	.5321	104.5512	1.174956	3.109525	-.6309238	4.649677	74
1978	3.346	21.3399	.5746	107.5437	1.207766	3.060579	-.5540811	4.677897	74
1979	3.307	22.1324	.6099	110.0804	1.196041	3.097043	-.4944603	4.701211	74
1980	3.293	23.0215	.6056	108.9509	1.191799	3.136429	-.5015356	4.690897	74
1981	2.545	21.3698	.4661	98.2966	.9341307	3.061979	-.7633551	4.587989	74
1982	2.339	22.9254	.4095	92.5937	.8497235	3.132246	-.8928184	4.528221	74
1983	2.062	23.856	.3569	91.5326	.7236764	3.172036	-1.0303	4.516695	74
1976	2.863	26.6386	.9361	103.7669	1.05187	3.282361	-.066033	4.642147	75
1977	2.998	24.8662	.91	106.9042	1.097945	3.213509	-.0943106	4.671933	75
1978	2.929	24.6235	.8837	109.4623	1.074661	3.203701	-.1236376	4.69558	75
1979	2.842	25.5661	.7551	111.9345	1.044508	3.241267	-.2809051	4.717914	75
1980	2.305	24.8379	.6255	100	.8350807	3.212371	-.4692039	4.60517	75
1981	2.175	26.6848	.5965	93.1862	.7770286	3.284094	-.5166761	4.5346	75
1982	2.049	26.8873	.5052	90.8164	.7173519	3.291654	-.6828008	4.50884	75
1976	4.67	25.9291	.9712	102.5303	1.541159	3.255366	-.0292229	4.630158	76
1977	4.618	24.0605	.92	106.1199	1.529962	3.180572	-.0833816	4.66457	76
1978	4.622	24.1003	.891	108.8228	1.530828	3.182224	-.1154109	4.689721	76
1979	5.003	25.4288	.9643	111.3165	1.610038	3.235883	-.0363529	4.712378	76
1980	4.957	26.6309	.9377	102.9836	1.600801	3.282072	-.0643252	4.63457	76
1981	4.451	28.103	.8629	94.8896	1.493129	3.335876	-.1474565	4.552714	76
1982	3.871	30.0096	.7693	91.4088	1.353513	3.401517	-.2622743	4.515342	76
1977	6.73	18.5294	1.2649	104.5512	1.906575	2.919359	.234993	4.649677	77
1978	6.541	18.2251	1.2887	107.5437	1.87809	2.9028	.2536339	4.677897	77
1979	5.772	19.808	1.4315	110.0804	1.753019	2.986086	.3587228	4.701211	77
1980	5.624	20.7628	1.2471	108.9509	1.727043	3.033163	.2208209	4.690897	77
1981	4.387	20.9416	1.013	98.2966	1.478646	3.041738	.0129162	4.587989	77
1982	4.461	20.1172	.9076	92.5937	1.495373	3.001575	-.0969515	4.528221	77
1983	4.904	19.8944	.9264	91.5326	1.590051	2.990438	-.0764492	4.516695	77
1976	6.796	26.2715	1.2276	102.5303	1.916334	3.268485	.205061	4.630158	78
1977	7.134	25.423	1.1722	106.1199	1.964872	3.235654	.1588823	4.66457	78
1978	7.517	25.4246	1.1783	108.8228	2.017167	3.235717	.1640727	4.689721	78
1979	8.383	25.5772	1.1592	111.3165	2.126206	3.241701	.1477301	4.712378	78
1980	7.658	24.4399	1.0476	102.9836	2.035751	3.196217	.0465019	4.63457	78
1981	6.589	24.8833	.8037	94.8896	1.885402	3.214197	-.2185293	4.552714	78
1982	6.077	25.6864	.6937	91.4088	1.804511	3.245962	-.3657157	4.515342	78
1976	.456	20.5816	.1082	93.6	-.7852625	3.024397	-2.223774	4.539031	79
1977	.544	22.6286	.1145	97.8	-.608806	3.119215	-2.167181	4.582925	79
1978	.618	22.9645	.1565	102.6	-.4812669	3.13395	-1.854699	4.630838	79
1979	.828	20.2749	.1935	102.2	-.1887421	3.009384	-1.642478	4.626932	79
1980	.75	22.792	.151	100	-.2876821	3.12641	-1.890476	4.60517	79
1981	.604	22.8452	.1301	93.9	-.5041811	3.128741	-2.039452	4.542231	79
1982	.621	22.39	.1194	98.2	-.4764242	3.108614	-2.125276	4.587006	79
1976	2.985	23.1108	.5472	103.7669	1.0936	3.1403	-.6029409	4.642147	80
1977	2.635	22.0767	.5311	106.9042	.9688832	3.094523	-.632805	4.671933	80
1978	2.561	22.4409	.6325	109.4623	.9403979	3.110885	-.4580751	4.69558	80
1979	2.842	23.5774	.8348	111.9345	1.044508	3.160289	-.1805631	4.717914	80
1980	2.991	22.5505	.8178	100	1.095608	3.115757	-.2011375	4.60517	80
1981	2.782	22.9878	.7489	93.1862	1.02317	3.134964	-.2891498	4.5346	80
1982	2.5	23.3723	.6527	90.8164	.9162908	3.151551	-.4266376	4.50884	80
1976	.857	28.0281	.1319	116.4	-.1543174	3.333208	-2.025711	4.757032	81
1977	.865	24.6311	.1299	115.7	-.1450258	3.20401	-2.04099	4.751	81
1978	.857	23.2267	.1811	112.8	-.1543174	3.145303	-1.708706	4.725616	81
1979	.789	22.7316	.1676	108.9	-.236989	3.123756	-1.786175	4.69043	81
1980	.79	21.7588	.1477	100	-.2357223	3.080018	-1.912572	4.60517	81
1981	.704	23.7841	.1241	89.2	-.3509769	3.169017	-2.086668	4.490881	81
1982	.673	25.7037	.1153	90.5	-.39601	3.246635	-2.160218	4.50535	81
1976	5.842	38.3003	.5145	116.4	1.765073	3.645458	-.6645597	4.757032	82
1977	5.033	33.3325	.4814	115.7	1.616016	3.506533	-.7310567	4.751	82
1978	4.961	34.5783	.5469	112.8	1.601607	3.543226	-.6034893	4.725616	82
1979	5.059	34.4117	.536	108.9	1.621169	3.538397	-.6236211	4.69043	82
1980	4.886	35.8734	.5535	100	1.586374	3.579996	-.5914935	4.60517	82
1981	4.868	36.0601	.493	89.2	1.582683	3.585187	-.7072461	4.490881	82
1982	4.735	39.867	.4783	90.5	1.554982	3.685549	-.7375171	4.50535	82
1977	7.045	24.0706	1.5167	127.164	1.952318	3.180991	.4165369	4.845478	83
1978	7.004	22.7387	1.4989	127.3866	1.946481	3.124068	.4047315	4.847227	83
1979	6.774	24.3349	1.3676	124.6424	1.913092	3.191911	.3130574	4.825449	83
1980	5.959	26.8568	1.3883	118.9132	1.784903	3.290519	.3280799	4.778394	83
1981	4.741	25.9133	1.246	99.3576	1.556248	3.254756	.2199385	4.598725	83
1982	3.78	26.9505	1.0578	97.2428	1.329724	3.294002	.0561913	4.577211	83
1983	3.296	29.1934	.8687	97.1944	1.19271	3.373943	-.1407574	4.576713	83
1976	11.004	20.639	1.9605	94.6657	2.398259	3.027183	.6731995	4.550352	84
1977	12.816	17.0108	2.2201	96.39	2.550694	2.833848	.7975522	4.568402	84
1978	15.377	16.4804	2.681	98.6078	2.732873	2.802172	.9861898	4.59115	84
1979	16.206	17.9222	4.4602	100.3584	2.785382	2.88604	1.495194	4.608748	84
1980	16.402	19.3474	4.9272	100.1834	2.797403	2.962558	1.594771	4.607003	84
1981	16.086	20.6074	4.6955	98.6743	2.777949	3.02565	1.546605	4.591825	84
1982	16.83	20.7063	5.0098	99.3807	2.823163	3.030438	1.611396	4.598958	84
1976	32.547	16.869	10.356	93.8333	3.482685	2.825478	2.337566	4.54152	85
1977	30.806	17.4416	9.3943	97.1	3.42771	2.858858	2.240103	4.575741	85
1978	30.379	17.7856	8.6499	101.8	3.413752	2.878389	2.157548	4.62301	85
1979	30.533	18.0352	9.356	102.2667	3.418808	2.892325	2.236018	4.627584	85
1980	29.883	17.8783	8.518	100.3667	3.39729	2.883588	2.142182	4.60883	85
1981	25.172	17.9781	6.6586	94.9167	3.225732	2.889154	1.895909	4.552999	85
1982	22.833	18.004	5.7509	97.4833	3.128207	2.890594	1.749356	4.579681	85
1976	98.259	16.7835	34.1725	94.6657	4.587607	2.820396	3.531421	4.550352	86
1977	99.199	15.3535	32.3654	96.39	4.597128	2.731344	3.47709	4.568402	86
1978	100.415	18.8764	31.8627	98.6078	4.609312	2.937912	3.461436	4.59115	86
1979	108.562	15.37	31.7898	100.3584	4.687321	2.732418	3.459146	4.608748	86
1980	106.565	15.9282	47.1079	100.1834	4.668755	2.768091	3.852441	4.607003	86
1981	103.129	17.1286	44.3527	98.6743	4.635981	2.84075	3.792174	4.591825	86
1982	99.202	17.1878	38.2799	99.3807	4.597158	2.8442	3.644925	4.598958	86
1976	69.9	29.4851	10.2804	116.4	4.247066	3.383885	2.330239	4.757032	87
1977	39.2	24.5453	9.389	115.7	3.668677	3.20052	2.239539	4.751	87
1978	41.4	24.0402	10.1128	112.8	3.723281	3.179727	2.313802	4.725616	87
1979	43	23.2321	10.8523	108.9	3.7612	3.145535	2.384377	4.69043	87
1980	39.5	24.5384	10.4247	100	3.676301	3.200239	2.344178	4.60517	87
1981	35.8	24.5758	10.1215	89.2	3.577948	3.201762	2.314662	4.490881	87
1982	32.4	26.1768	9.5383	90.5	3.478158	3.264874	2.255315	4.50535	87
1976	7.477	33.5636	2.762	110.1	2.011832	3.513442	1.015955	4.701389	88
1977	8.323	33.1529	2.8885	109.2	2.119023	3.50113	1.060737	4.693181	88
1978	8.622	33.5668	2.8583	111.9	2.154317	3.513537	1.050227	4.717606	88
1979	9.135	30.5538	2.0607	111	2.212113	3.419489	.7230457	4.70953	88
1980	8.673	29.007	2.1535	100	2.160215	3.367537	.7670944	4.60517	88
1981	7.244	31.3254	1.8362	89	1.980174	3.444429	.6076982	4.488636	88
1982	7.33	31.6392	1.7845	90.9	1.991976	3.454397	.5791383	4.50976	88
1976	1.11	32.7979	.7792	110.1	.10436	3.490365	-.2494875	4.701389	89
1977	1.338	30.4289	.897	109.2	.291176	3.415393	-.1086994	4.693181	89
1978	1.33	31.5766	1.2879	111.9	.285179	3.452416	.253013	4.717606	89
1979	1.317	28.0631	1.6173	111	.2753564	3.334455	.4807581	4.70953	89
1980	1.341	27.2811	1.4548	100	.2934156	3.306194	.3748685	4.60517	89
1981	1.357	28.4697	1.3437	89	.3052764	3.34884	.2954271	4.488636	89
1982	1.3	27.8811	1.0519	90.9	.2623642	3.327949	.0505981	4.50976	89
1976	11.94	45.2318	6.3813	110.05	2.479894	3.8118	1.853372	4.700935	90
1977	11.703	33.7334	6.5955	109.425	2.459845	3.518488	1.886388	4.69524	90
1978	10.977	24.4283	7.6652	111.225	2.395802	3.195742	2.036691	4.711555	90
1979	10.304	17.6434	7.6837	111.225	2.332532	2.870362	2.039101	4.711555	90
1980	11.795	24.7502	7.3812	102.75	2.467676	3.208834	1.998936	4.632299	90
1981	10.806	25.315	6.7985	91.75	2.380101	3.231397	1.916702	4.519067	90
1982	10.467	26.4062	6.4828	90.425	2.348228	3.273599	1.869153	4.504521	90
1976	.236	31.7209	.0705	104.7664	-1.443923	3.456976	-2.652143	4.651733	91
1977	.248	29.5571	.0748	107.4791	-1.394327	3.386324	-2.592937	4.677297	91
1978	.244	30.2876	.0705	108.9188	-1.410587	3.410738	-2.652143	4.690603	91
1979	.238	31.3887	.0664	111.5591	-1.435485	3.446448	-2.712058	4.714554	91
1980	.227	28.1589	.0699	100	-1.482805	3.337863	-2.66069	4.60517	91
1981	.187	29.4616	.0552	99.3965	-1.676647	3.383088	-2.896792	4.599117	91
1982	.178	31.5145	.0603	99.2931	-1.725972	3.450448	-2.808423	4.598076	91
1976	.287	21.2411	.0515	94.5333	-1.248273	3.055938	-2.966173	4.548952	92
1977	.337	20.2408	.0552	95	-1.087672	3.0077	-2.896792	4.553877	92
1978	.288	22.9591	.0351	99.4	-1.244795	3.133714	-3.349554	4.599152	92
1979	.154	23.6096	.0119	102.4667	-1.870803	3.161654	-4.431217	4.629538	92
1980	.162	23.3397	.0171	101.4667	-1.820159	3.150156	-4.068677	4.61973	92
1981	.152	24.7467	.0176	97.9667	-1.883875	3.208692	-4.039856	4.584628	92
1982	.131	25.7297	.015	95.3333	-2.032558	3.247646	-4.199705	4.557379	92
1977	74.661	20.6721	27.0242	94.65	4.312958	3.028785	3.296733	4.550186	93
1978	75.088	20.9398	27.5732	99	4.318661	3.041652	3.316844	4.59512	93
1979	73.137	21.4613	27.8266	102.5	4.292335	3.066251	3.325992	4.629863	93
1980	101.04	21.5776	36.751	101.65	4.615517	3.071656	3.604165	4.621536	93
1981	90.894	21.2196	31.716	98.475	4.509694	3.054925	3.456821	4.589803	93
